Source,Frame,origX,origY,origValue,Error,Noise,SNR,Background,+/-,Signal,+/-,Angle,+/-,X,+/-,Y,+/-,X SD,+/-,Y SD,+/-,Precision (nm)
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7328,45,49,32151,0.663936,21.2199,244.117,305.848,0.00806109,5180.13,0.405031,0,0,-55.54090992,0.0070592,-4.714387883,0.00706044,227.474,0.00903756,227.474,0.00903756,9.20885
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7329,45,49,31396,0.789799,21.1607,289.29,299.535,0.00937931,6121.59,0.523977,0,0,1.949090081,0.00721481,-51.13438788,0.0072307,248.88,0.010261,248.88,0.010261,9.24002
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7331,45,49,29712,0.773251,21.1218,297.328,292.037,0.00970329,6280.11,0.53102,0,0,-28.67090992,0.00682906,21.59561212,0.00682629,245.814,0.00999323,245.814,0.00999323,8.88132
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7332,45,49,31593,0.803402,20.5118,302.808,293.707,0.00897902,6211.13,0.497112,0,0,22.50909008,0.00698987,-48.79438788,0.00697848,246.45,0.00960264,246.45,0.00960264,8.84943
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7333,45,49,32295,0.618126,21.3952,270.366,298,0.00950889,5784.54,0.525871,0,0,10.33909008,0.00754461,-6.054387883,0.0075127,247.349,0.0108248,247.349,0.0108248,9.63111
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7334,45,49,26395,0.787078,21.2363,383.235,256.116,0.0123765,8138.48,0.778842,0,0,7.109090081,0.006753,-30.82438788,0.0067333,275.372,0.0117583,275.372,0.0117583,8.64238
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7336,45,49,31101,0.74648,21.1456,356.518,258.786,0.0112533,7538.8,0.66056,0,0,-14.41090992,0.00646215,17.32561212,0.00644787,261.035,0.0105312,261.035,0.0105312,8.44308
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7337,45,49,35871,0.774433,21.9483,254.157,302.016,0.00778216,5578.32,0.392344,0,0,14.60909008,0.00657791,-16.81438788,0.00656308,227.52,0.00817545,227.52,0.00817545,8.86037
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7338,45,49,34044,0.670061,21.5715,182.96,331.033,0.00637065,3946.72,0.286181,0,0,2.449090081,0.00746057,-5.044387883,0.00745664,204.265,0.00808017,204.265,0.00808017,9.79405
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7339,45,49,34122,0.784403,21.0556,253.102,296.286,0.00650929,5329.23,0.303202,0,0,24.21909008,0.00589798,-56.35438788,0.00589684,210.857,0.00645904,210.857,0.00645904,8.02233
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7341,45,49,31056,0.673546,21.1535,258.594,301.438,0.00853499,5470.18,0.450352,0,0,14.95909008,0.00730751,-13.11438788,0.00728277,237.117,0.00969563,237.117,0.00969563,9.37711
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7342,45,49,30391,0.831866,21.5956,385.72,253.804,0.0148433,8329.83,0.976326,0,0,-46.87090992,0.00715017,33.12561212,0.00715987,286.821,0.0143993,286.821,0.0143993,9.11207
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7344,45,49,26178,0.706615,21.5229,237.783,301.531,0.00845622,5117.78,0.446373,0,0,16.63909008,0.00780647,-24.70438788,0.00778417,237.024,0.0102851,237.024,0.0102851,9.97789
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7345,45,49,31805,0.790057,21.1152,322.189,287.26,0.0116748,6803.1,0.696397,0,0,-18.02090992,0.00736754,-2.984387883,0.00735705,264.599,0.0123452,264.599,0.0123452,9.32379
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7346,45,49,28341,0.725375,21.3608,215.713,326.886,0.00758339,4607.8,0.374412,0,0,7.509090081,0.00766614,12.88561212,0.00765154,223.412,0.00936803,223.412,0.00936803,9.86471
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7347,45,49,33266,0.836935,21.2092,285.263,289.831,0.00807446,6050.2,0.407072,0,0,-21.15090992,0.00608139,25.75561212,0.00607891,228.107,0.00778891,228.107,0.00778891,8.19931
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7348,45,49,36894,0.693508,21.4628,276.431,297.987,0.00919308,5932.97,0.495736,0,0,-11.08090992,0.0070236,-14.93438788,0.0070184,242.265,0.00986375,242.265,0.00986375,9.16435
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7349,45,49,30727,0.743099,21.2502,297.839,284.62,0.0110746,6329.15,0.649044,0,0,-3.900909919,0.00767471,12.80561212,0.00764566,260.469,0.0123387,260.469,0.0123387,9.66984
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7350,45,49,23237,0.658568,21.6794,1033.62,111.697,0.0644728,22408.3,7.96003,0,0,-32.55090992,0.00810223,30.80561212,0.00810906,444.589,0.0514088,444.589,0.0514088,8.26934
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7351,45,49,34482,0.670292,21.3309,520.023,223.912,0.0205234,11092.6,1.59256,0,0,-6.110909919,0.00717248,-26.83438788,0.00716517,324.116,0.0183811,324.116,0.0183811,8.72147
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7352,45,49,22961,0.616995,21.4858,523.665,244.658,0.02853,11251.3,2.47236,0,0,-34.65090992,0.00857501,20.78561212,0.00856845,352.019,0.0286786,352.019,0.0286786,9.83444
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7353,45,49,35909,0.715569,21.7426,248.559,310.218,0.00751984,5404.33,0.366022,0,0,-21.03090992,0.00636934,10.12561212,0.00636686,220.752,0.00775672,220.752,0.00775672,8.63579
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7354,46,49,31067,0.806792,21.8521,519.799,223.638,0.0177396,11358.7,1.34353,0,0,40.50909008,0.0067212,-40.50438788,0.00666048,316.599,0.0152117,316.599,0.0152117,8.37381
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7355,45,49,29087,0.737339,21.4898,361.626,277.805,0.0111932,7771.29,0.657303,0,0,-8.940909919,0.00627314,17.44561212,0.00625446,261.017,0.010174,261.017,0.010174,8.31925
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7356,46,49,30258,0.669233,20.9402,337.69,270.279,0.012457,7071.28,0.801009,0,0,24.96909008,0.00812004,10.96561212,0.00796382,279.362,0.0140511,279.362,0.0140511,9.7804
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7357,45,49,28381,0.679127,20.963,194.263,339.522,0.00629794,4072.34,0.283869,0,0,29.29909008,0.00726743,-1.484387883,0.00725629,204.678,0.00779173,204.678,0.00779173,9.42682
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7358,46,49,22804,0.729626,21.2654,586.642,196.303,0.0233859,12475.2,2.02456,0,0,29.60909008,0.00781513,-36.10438788,0.00764468,348.133,0.0215711,348.133,0.0215711,8.86231
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7359,45,49,32758,0.803475,21.046,396.644,267.361,0.0126139,8347.77,0.793404,0,0,4.789090081,0.0065932,-17.72438788,0.00656156,275.651,0.0116487,275.651,0.0116487,8.44699
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7360,45,49,33527,0.715198,21.7427,286.225,303.261,0.00796501,6223.31,0.399456,0,0,-14.97090992,0.00585342,3.855612117,0.00584922,226.96,0.00742146,226.96,0.00742146,8.07052
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7361,45,49,37769,0.719392,20.9942,226.984,319.319,0.00677775,4765.36,0.315792,0,0,5.709090081,0.00663077,-9.774387883,0.0066251,211.514,0.00749195,211.514,0.00749195,8.76551
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7362,45,49,31858,0.712629,21.8466,522.282,226.777,0.0195253,11410.1,1.48777,0,0,8.699090081,0.00679134,-8.854387883,0.00670676,319.671,0.0166399,319.671,0.0166399,8.46628
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7363,45,49,36650,0.820369,21.7217,224.909,319.63,0.006327,4885.41,0.281852,0,0,-14.57090992,0.00593296,-2.664387883,0.00593188,202.709,0.0064023,202.709,0.0064023,8.22919
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7364,45,49,35618,0.595473,22.4773,196.35,352.411,0.00669384,4413.42,0.310195,0,0,12.78909008,0.00708414,2.075612117,0.00707549,210.379,0.00793212,210.379,0.00793212,9.60115
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7365,46,49,31837,0.725781,21.1817,316.334,291.678,0.0107,6700.51,0.629958,0,0,45.57909008,0.0072961,-11.72438788,0.00724427,260.654,0.0113835,260.654,0.0113835,9.23898
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7366,45,49,31319,0.757813,21.4726,222.256,320.329,0.0072904,4772.42,0.354154,0,0,15.13909008,0.00717194,4.085612117,0.00715681,219.931,0.00851799,219.931,0.00851799,9.39768
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7367,45,49,30737,0.730117,21.4286,321.787,309.783,0.0125525,6895.44,0.793041,0,0,17.92909008,0.00806004,-3.254387883,0.00797582,276.357,0.0141332,276.357,0.0141332,9.94567
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7368,46,48,30996,0.814883,21.3365,431.069,238.331,0.0126349,9197.49,0.854645,0,0,34.82909008,0.00669609,-59.06438788,0.00673064,288.523,0.0117975,288.523,0.0117975,8.45687
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7369,46,49,23982,0.725479,21.7196,238.871,284.014,0.00683061,5188.18,0.327774,0,0,27.91909008,0.00641381,-42.95438788,0.0064009,216.731,0.00725549,216.731,0.00725549,8.66847
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7370,46,49,25703,0.750074,21.5124,392.317,260.169,0.0166388,8439.68,1.20488,0,0,38.92909008,0.00840393,-12.40438788,0.00825656,306.922,0.0181061,306.922,0.0181061,9.989
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7371,45,49,29796,0.785397,21.503,437.971,254.248,0.0151113,9417.67,1.02377,0,0,-4.390909919,0.00666193,-20.73438788,0.00664394,292.663,0.0135116,292.663,0.0135116,8.51958
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7372,45,49,34179,0.737102,21.5225,223.683,309.233,0.00742552,4814.2,0.361033,0,0,-3.950909919,0.00713014,6.505612117,0.00712286,220.372,0.00859519,220.372,0.00859519,9.37414
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7373,45,49,28002,0.703871,21.5065,404.499,255.759,0.017455,8699.36,1.22609,0,0,-55.31090992,0.00768746,16.90561212,0.00768645,302.032,0.0175348,302.032,0.0175348,9.51054
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7374,45,49,32091,0.722568,21.4006,281.636,287.734,0.0100307,6027.19,0.561834,0,0,-5.850909919,0.00742172,7.385612117,0.00740185,250.566,0.0110999,250.566,0.0110999,9.51083
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7376,46,49,25885,0.742602,20.9753,241.038,300.048,0.00806685,5055.83,0.421238,0,0,24.13909008,0.00773697,-11.42438788,0.00768541,234.232,0.00982486,234.232,0.00982486,9.74581
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7377,45,49,32211,0.683495,21.3975,269.981,311.916,0.00952502,5776.9,0.530463,0,0,21.27909008,0.00765217,10.42561212,0.0076,248.611,0.0109697,248.611,0.0109697,9.71703
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7378,45,49,31578,0.753882,21.2327,332.367,274.376,0.011048,7057.04,0.64332,0,0,-15.97090992,0.00680245,1.045612117,0.00679079,259.257,0.0109378,259.257,0.0109378,8.81355
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7379,45,49,31143,0.654925,21.8064,343.838,283.463,0.0134724,7497.88,0.853213,0,0,-18.84090992,0.00744203,13.71561212,0.00742417,278.092,0.0138861,278.092,0.0138861,9.49351
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7380,45,49,31835,0.777123,21.5161,330.747,288.542,0.0117544,7116.37,0.699667,0,0,-31.67090992,0.00701754,25.94561212,0.00701608,264.328,0.0118363,264.328,0.0118363,9.08305
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7381,45,49,27145,0.616263,21.3695,325.157,308.586,0.0122854,6948.44,0.766195,0,0,1.859090081,0.00778736,-28.22438788,0.00777144,273.612,0.0135022,273.612,0.0135022,9.71853
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7382,45,49,28971,0.71449,21.701,348.529,288.294,0.0128148,7563.42,0.797991,0,0,-39.74090992,0.00713531,50.14561212,0.00715979,274.105,0.0128464,274.105,0.0128464,9.19641
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7383,45,49,22704,0.689761,21.516,263.219,292.615,0.00968796,5663.41,0.532036,0,0,-14.13090992,0.00762004,12.75561212,0.00760802,246.42,0.0111234,246.42,0.0111234,9.76962
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7384,46,49,30350,0.778274,21.1371,291.502,269.856,0.00938937,6161.52,0.515075,0,0,69.98909008,0.00696761,-28.04438788,0.00696678,245.692,0.00992865,245.692,0.00992865,9.01071
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7386,45,49,25678,0.695497,21.2079,647.976,205.407,0.0321375,13742.2,2.95103,0,0,-35.61090992,0.00775992,40.01561212,0.00779189,366.129,0.0284827,366.129,0.0284827,8.86565
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7387,45,49,36658,0.750226,21.083,277.43,306.282,0.00769493,5849.04,0.380023,0,0,-13.96090992,0.00604688,30.52561212,0.00604373,223.69,0.00747993,223.69,0.00747993,8.15051
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7388,45,49,36438,0.682593,21.0448,244.123,304.512,0.00825149,5137.52,0.420475,0,0,-22.69090992,0.00730658,31.08561212,0.00730477,230.362,0.00950435,230.362,0.00950435,9.40201
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7389,45,49,29588,0.779487,20.7691,352.294,275.219,0.011947,7316.83,0.738946,0,0,19.94909008,0.00731298,0.475612117,0.00723646,271.583,0.0123582,271.583,0.0123582,9.07946
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7390,45,49,31938,0.775689,21.262,317.19,287.684,0.0104102,6744.11,0.594872,0,0,-0.840909919,0.00687762,3.325612117,0.00685268,254.814,0.0105603,254.814,0.0105603,8.90189
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7392,45,49,26353,0.765089,21.6129,215.508,291.678,0.00706962,4657.75,0.341843,0,0,23.46909008,0.00726543,-31.00438788,0.00725303,218.636,0.00843155,218.636,0.00843155,9.53039
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7393,45,49,26459,0.755137,21.4645,278.491,299.436,0.00935004,5977.65,0.502474,0,0,-34.65090992,0.0069397,10.02561212,0.00693823,241.92,0.00988756,241.92,0.00988756,9.09158
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7397,45,49,26123,0.691854,21.6756,338.378,277.105,0.0136245,7334.54,0.872846,0,0,-15.73090992,0.00775358,38.12561212,0.00774459,280.421,0.0145814,280.421,0.0145814,9.75141
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7398,45,49,27869,0.684272,22.7098,191.913,313.375,0.00651282,4358.3,0.295597,0,0,-2.720909919,0.00689538,22.20561212,0.00689184,206.358,0.00758606,206.358,0.00758606,9.47534
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7399,45,49,34219,0.690316,21.8038,187.975,328.566,0.00582604,4098.57,0.246465,0,0,-35.57090992,0.00639118,15.30561212,0.0063911,192.752,0.00652156,192.752,0.00652156,8.77295
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7400,45,49,30670,0.743848,21.2425,199.044,324.599,0.00624777,4228.19,0.278118,0,0,12.02909008,0.00683947,16.82561212,0.00683419,202.42,0.00730514,202.42,0.00730514,9.07172
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7402,45,49,35029,0.717072,21.4519,357.377,275.933,0.0115489,7666.41,0.688178,0,0,-7.290909919,0.00652895,10.09561212,0.00650608,264.222,0.0108338,264.222,0.0108338,8.55318
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7404,46,49,24160,0.772604,20.8942,670.299,173.868,0.026235,14005.4,2.36247,0,0,23.92909008,0.0075503,19.89561212,0.00723715,358.451,0.0225748,358.451,0.0225748,8.39294
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7406,46,49,26828,0.680464,21.8429,449.394,213.473,0.0163232,9816.05,1.18742,0,0,25.51909008,0.00730965,21.79561212,0.00711353,307.391,0.0154075,307.391,0.0154075,8.96563
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7409,45,49,29434,0.700524,21.3889,231.682,317.942,0.00756427,4955.44,0.384431,0,0,40.02909008,0.00748702,-32.60438788,0.00745329,228.374,0.0090868,228.374,0.0090868,9.63621
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7410,45,49,29042,0.8046,21.2844,357.958,261.179,0.0132532,7618.91,0.830027,0,0,-39.99090992,0.00717344,-3.954387883,0.00717746,275.742,0.01325,275.742,0.01325,9.12652
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7413,46,49,32586,0.777134,21.487,345.906,268.336,0.0127389,7432.49,0.80281,0,0,69.89909008,0.00741621,-27.91438788,0.00741411,276.185,0.013235,276.185,0.013235,9.37862
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7414,45,49,30987,0.706654,21.7775,230.444,312.602,0.00814333,5018.51,0.417446,0,0,10.82909008,0.00755502,6.405612117,0.00753339,231.208,0.00970346,231.208,0.00970346,9.82424
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7415,46,49,26366,0.59971,21.8956,1410.78,67.0557,0.0814842,30890,12.5482,0,0,5.679090081,0.00952112,21.27561212,0.00867061,505.047,0.0643495,505.047,0.0643495,7.88907
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7416,46,49,28769,0.707787,21.5136,180.794,298.013,0.0058922,3889.53,0.256692,0,0,51.17909008,0.00710725,-62.04438788,0.0071099,197.937,0.00727813,197.937,0.00727813,9.4354
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7417,46,49,28982,0.829925,21.2044,459.488,232.926,0.0144775,9743.19,0.990239,0,0,34.26909008,0.0065758,-11.55438788,0.00646293,293.589,0.0127518,293.589,0.0127518,8.27718
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7420,45,49,33306,0.736123,21.627,480.871,219.178,0.0180779,10399.8,1.30417,0,0,-11.77090992,0.0067519,7.985612117,0.00671486,307.753,0.0157341,307.753,0.0157341,8.53992
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7421,45,49,32080,0.76508,21.2381,270.817,296.507,0.0079098,5751.64,0.396524,0,0,-18.58090992,0.0063225,-18.06438788,0.00632279,226.783,0.00797538,226.783,0.00797538,8.45678
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7425,46,49,32474,0.691468,21.6016,344.243,257.58,0.0111238,7436.2,0.680528,0,0,23.84909008,0.00704772,-4.254387883,0.00693697,268.19,0.0112369,268.19,0.0112369,8.99163
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7429,18,62,37557,0.962621,23.9894,105.145,49.4822,0.00348814,2522.36,0.0584707,0,0,-4331.99091,0.00609672,2180.445612,0.00148036,70.4356,0.00483301,70.4356,0.00483301,3.80397
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7430,46,49,35065,0.658144,22.1069,126.185,341.398,0.0047133,2789.56,0.171197,0,0,58.08909008,0.00690615,-62.39438788,0.00690455,165.336,0.00613328,165.336,0.00613328,9.54502
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7433,46,48,28661,0.76477,21.6442,346.862,241.223,0.0118051,7507.55,0.745984,0,0,66.52909008,0.00729338,-66.35438788,0.00737221,275.14,0.0123049,275.14,0.0123049,9.28969
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7436,46,49,28971,0.675532,21.3696,381.152,246.833,0.0155565,8145.06,1.08835,0,0,56.76909008,0.00813422,-35.94438788,0.00811534,299.171,0.0168042,299.171,0.0168042,9.8361
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7437,46,48,23892,0.757969,21.617,458.376,225.374,0.0164375,9908.7,1.24275,0,0,38.71909008,0.00759845,-65.48438788,0.00763698,314.556,0.0162627,314.556,0.0162627,9.16566
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7438,45,49,28320,0.730655,21.8158,223.091,306.081,0.00738099,4866.9,0.363641,0,0,20.60909008,0.00721229,-21.04438788,0.0071964,222.601,0.00863012,222.601,0.00863012,9.51063
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7439,45,49,29480,0.713566,21.8505,195.905,335.327,0.0069401,4280.63,0.328879,0,0,-7.700909919,0.00761486,-40.77438788,0.00761881,214.838,0.00874623,214.838,0.00874623,9.98789
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7440,45,49,36346,0.747479,21.7576,272.104,320.081,0.00785591,5920.31,0.404662,0,0,19.71909008,0.00642445,-47.96438788,0.00641925,231.429,0.00802753,231.429,0.00802753,8.63564
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7442,46,49,35454,0.742998,21.6354,493.77,234.732,0.0163707,10682.9,1.1859,0,0,29.27909008,0.00666352,19.36561212,0.00649842,306.673,0.0141065,306.673,0.0141065,8.3224
