Source,Frame,origX,origY,origValue,Error,Noise,SNR,Background,+/-,Signal,+/-,Angle,+/-,X,+/-,Y,+/-,X SD,+/-,Y SD,+/-,Precision (nm)
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7443,45,49,23527,0.672168,22.3362,322.196,260.72,0.012745,7196.62,0.7985,0,0,2.399090081,0.00760989,6.615612117,0.00756067,275.126,0.0135569,275.126,0.0135569,9.78441
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7445,45,49,29564,0.76422,21.5523,357.414,282.222,0.0116568,7703.11,0.707192,0,0,11.77909008,0.00671023,18.97561212,0.00665786,267.641,0.0111631,267.641,0.0111631,8.71007
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7447,45,49,28112,0.668452,21.6159,303.714,278.568,0.0118454,6565.05,0.709283,0,0,-51.97090992,0.00767788,-15.55438788,0.00769103,265.548,0.0130315,265.548,0.0130315,9.7734
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7448,45,49,28493,0.743199,21.3599,316.906,292.72,0.0119326,6769.06,0.718321,0,0,-27.99090992,0.00751953,-13.69438788,0.0075243,266.651,0.0128212,266.651,0.0128212,9.53411
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7449,45,49,24048,0.71274,21.6691,255.692,304.198,0.00846535,5540.62,0.464372,0,0,43.59909008,0.00768144,-52.75438788,0.00764198,243.617,0.0100836,243.617,0.0100836,9.80906
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7450,46,49,24252,0.699614,21.483,183.304,303.322,0.00649961,3937.93,0.295444,0,0,63.37909008,0.00765022,-13.07438788,0.00764676,206.601,0.00840036,206.601,0.00840036,9.95753
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7451,46,49,24988,0.65772,22.0136,943.561,134.294,0.048882,20771.2,6.04517,0,0,40.72909008,0.00886919,-73.23438788,0.00901536,440.165,0.0429094,440.165,0.0429094,8.70858
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7455,45,49,29949,0.536149,21.7397,154.836,363.758,0.00548617,3366.09,0.227706,0,0,18.39909008,0.00746957,-64.36438788,0.00747082,188.813,0.00729052,188.813,0.00729052,9.91824
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7456,45,49,26990,0.685013,21.3195,425.887,265.766,0.0180943,9079.69,1.32555,0,0,-5.940909919,0.00792632,-22.29438788,0.00790755,310.708,0.0184447,310.708,0.0184447,9.55715
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7457,46,49,23354,0.716964,21.2876,440.74,231.461,0.0188161,9382.32,1.42606,0,0,47.04909008,0.00818712,-14.23438788,0.00806542,317.94,0.0194251,317.94,0.0194251,9.64171
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7458,45,49,29750,0.704768,21.2638,333.642,270.724,0.0127931,7094.51,0.824948,0,0,14.25909008,0.00808408,-35.50438788,0.00805004,280.412,0.0143979,280.412,0.0143979,9.89972
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7459,45,49,28832,0.673423,21.2565,260.471,317.758,0.00878719,5536.72,0.474651,0,0,22.80909008,0.00752803,-23.21438788,0.00749492,241.751,0.0101828,241.751,0.0101828,9.59175
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7463,45,49,25727,0.649179,21.133,328.218,273.745,0.0126891,6936.22,0.814327,0,0,15.87909008,0.00820547,-31.73438788,0.00815953,279.388,0.0145176,279.388,0.0145176,9.9855
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7464,46,48,23630,0.691168,21.3731,978.147,112.99,0.04582,20906,5.26226,0,0,73.05909008,0.00757981,-69.49438788,0.00784009,421.766,0.0360038,421.766,0.0360038,7.99187
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7465,45,49,31074,0.72819,21.0197,182.876,333.323,0.00612336,3844.01,0.272531,0,0,39.91909008,0.00750677,18.81561212,0.0074929,202.086,0.00788888,202.086,0.00788888,9.69302
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7466,45,49,29948,0.671674,22.1125,494.745,225.385,0.0212211,10940,1.6939,0,0,15.61909008,0.00769912,-14.58438788,0.00757598,330.262,0.0200139,330.262,0.0200139,9.25984
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7468,45,49,21983,0.662642,21.6081,490.73,239.397,0.0228843,10603.8,1.87097,0,0,2.379090081,0.00824837,-23.49438788,0.00819478,336.388,0.0228861,336.388,0.0228861,9.63566
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7469,45,49,22843,0.668266,21.5962,252.564,309.972,0.00909718,5454.41,0.495327,0,0,16.51909008,0.00776903,-10.46438788,0.00773377,243.791,0.0107856,243.791,0.0107856,9.92332
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7470,45,49,34063,0.692676,21.0765,297.787,290.19,0.0104433,6276.3,0.596202,0,0,-4.710909919,0.00737866,4.105612117,0.00735607,254.701,0.0113634,254.701,0.0113634,9.36302
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7472,45,49,33187,0.699017,21.5313,265.133,288.356,0.00930666,5708.66,0.50232,0,0,-11.99090992,0.00732149,14.13561212,0.00730987,242.631,0.0103777,242.631,0.0103777,9.48513
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7472,64,28,4380,0.3104,21.5313,17.8206,53.8233,0.00342741,383.701,4705.99,0,0,3099.97909,134.085,-3258.824388,40.5004,40.7984,96.8427,40.7984,96.8427,8.93205
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7474,45,49,26161,0.74627,21.5892,376.817,265.885,0.0146609,8135.19,0.960356,0,0,-31.40090992,0.00727265,-3.954387883,0.00727248,285.836,0.0144949,285.836,0.0144949,9.23235
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7475,46,49,27992,0.640088,21.2677,628.817,213.94,0.0270672,13373.5,2.48241,0,0,23.90909008,0.00816257,-11.00438788,0.00784137,362.793,0.0249808,362.793,0.0249808,8.94302
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7476,45,49,28806,0.71747,21.18,316.066,294.511,0.00999693,6694.27,0.581,0,0,17.80909008,0.00708755,-47.45438788,0.00707852,257.037,0.01053,257.037,0.01053,9.05185
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7477,45,49,30210,0.730182,21.6135,282.756,293.796,0.00849471,6111.35,0.45723,0,0,43.24909008,0.00677027,-10.50438788,0.00671045,240.442,0.00890738,240.442,0.00890738,8.88831
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7478,45,49,29334,0.602383,21.7043,203.122,304.649,0.00696888,4408.63,0.331222,0,0,6.499090081,0.00743879,-28.40438788,0.00743449,215.419,0.00856299,215.419,0.00856299,9.75744
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7479,46,48,23902,0.787012,21.6408,564.329,180.106,0.0189605,12212.5,1.53298,0,0,32.26909008,0.00697453,-70.16438788,0.00696386,330.274,0.0165284,330.274,0.0165284,8.3969
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7481,46,48,28962,0.766281,21.4286,272.275,267.869,0.00874412,5834.49,0.485439,0,0,51.64909008,0.0074226,-57.27438788,0.00746694,246.341,0.0100309,246.341,0.0100309,9.51513
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7482,45,49,30226,0.738084,21.4251,720.706,180.016,0.035206,15441.2,3.387,0,0,-11.51090992,0.00755247,-3.014387883,0.00749214,377.623,0.0294981,377.623,0.0294981,8.5393
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7483,45,49,30630,0.714984,21.787,288.231,279.851,0.010426,6279.7,0.601517,0,0,6.159090081,0.00750457,-14.68438788,0.00747584,256.563,0.0115196,256.563,0.0115196,9.64642
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7485,46,49,28576,0.753362,21.5662,316.905,249.331,0.0121554,6834.43,0.748966,0,0,70.63909008,0.00775086,-25.85438788,0.007747,271.223,0.0133583,271.223,0.0133583,9.76685
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7488,45,49,25331,0.653329,21.2616,472.027,228.082,0.0222973,10036.1,1.77716,0,0,-6.010909919,0.00833156,-11.73438788,0.00828066,330.872,0.0227603,330.872,0.0227603,9.71742
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7489,45,49,29001,0.667532,21.5617,458.262,231.356,0.0205606,9880.91,1.56945,0,0,-10.99090992,0.00784579,1.945612117,0.00779782,320.941,0.0201797,320.941,0.0201797,9.46081
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7490,45,49,32342,0.784381,21.1735,262.457,301.746,0.00832626,5557.12,0.4361,0,0,22.34909008,0.00709074,-12.43438788,0.007061,235.371,0.00923351,235.371,0.00923351,9.16439
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7491,45,49,27202,0.68061,21.3641,313.225,285.937,0.0113323,6691.79,0.671811,0,0,-8.670909919,0.00740202,-11.38438788,0.00738717,262.956,0.0121135,262.956,0.0121135,9.41881
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7492,46,49,22852,0.699138,21.4704,652.983,188.428,0.0325846,14019.8,3.15689,0,0,51.14909008,0.00846905,-30.15438788,0.00836835,377.788,0.0305717,377.788,0.0305717,9.22235
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7494,45,49,26896,0.724157,21.2661,370.867,258.058,0.0147703,7886.89,0.978573,0,0,-17.91090992,0.00765081,-12.23438788,0.0076434,288.089,0.015302,288.089,0.015302,9.49234
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7495,45,49,32805,0.758985,21.1618,163.218,353.176,0.00553655,3454,0.227343,0,0,-8.050909919,0.00714677,2.655612117,0.0071463,187.114,0.00703915,187.114,0.00703915,9.43844
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7497,45,49,27974,0.687811,21.5212,275.149,284.695,0.00859667,5921.55,0.462617,0,0,24.69909008,0.00697627,-35.73438788,0.00695267,240.684,0.00928657,240.684,0.00928657,9.10191
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7500,45,49,30744,0.757423,21.2038,163.709,345.174,0.00572676,3471.25,0.243966,0,0,21.62909008,0.00762992,-44.60438788,0.00762817,193.755,0.00766711,193.755,0.00766711,9.91452
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7501,45,49,26833,0.842151,20.9855,370.398,260.37,0.0103972,7772.99,0.610133,0,0,5.219090081,0.00621398,-47.90438788,0.00622312,259.521,0.00952248,259.521,0.00952248,8.14452
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7510,45,49,34106,0.756605,21.4594,250.073,308.599,0.00796498,5366.41,0.40902,0,0,19.95909008,0.00706881,-26.39438788,0.00705024,231.14,0.00892214,231.14,0.00892214,9.23418
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7511,46,49,25665,0.645373,21.4124,279.477,287.858,0.0098886,5984.27,0.567329,0,0,54.57909008,0.00775129,-46.26438788,0.00775379,254.568,0.0114433,254.568,0.0114433,9.80258
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7517,46,48,29328,0.756047,21.3213,805.766,142.928,0.0300646,17180,3.05719,0,0,17.63909008,0.00757188,-69.39438788,0.00745543,386.205,0.0249028,386.205,0.0249028,8.11907
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7518,45,49,35934,0.757767,20.8266,297.837,319.34,0.00928222,6202.94,0.497492,0,0,-44.03090992,0.00665212,-3.954387883,0.00665412,241.318,0.00942916,241.318,0.00942916,8.65651
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7521,45,49,27852,0.772214,21.9954,327.827,286.506,0.0115735,7210.69,0.689784,0,0,-14.16090992,0.00693816,-7.754387883,0.00692728,264.297,0.0115437,264.297,0.0115437,9.1013
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7522,46,48,29834,0.811654,21.1111,445.599,229.693,0.0141301,9407.1,0.990063,0,0,55.63909008,0.00695786,-57.44438788,0.00706635,297.377,0.0134001,297.377,0.0134001,8.6479
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7523,45,49,30069,0.724364,21.2018,198.188,348.791,0.00703263,4201.94,0.330637,0,0,-37.31090992,0.00766331,-5.864387883,0.00766395,213.617,0.00890694,213.617,0.00890694,9.87136
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7524,45,49,29286,0.750486,21.5749,140.502,362.783,0.00480249,3031.32,0.178653,0,0,44.76909008,0.00666566,-57.25438788,0.00666491,169.314,0.00597926,169.314,0.00597926,9.12723
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7525,45,49,28603,0.727011,21.8311,256.413,312.757,0.00850873,5597.78,0.449285,0,0,22.87909008,0.00715278,19.02561212,0.00711623,237.174,0.00945904,237.174,0.00945904,9.38
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7526,45,49,35039,0.792122,21.6189,410.919,281.714,0.012387,8883.62,0.76651,0,0,-5.440909919,0.00601835,-15.45438788,0.00600307,272.347,0.0105158,272.347,0.0105158,8.0246
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7527,45,49,24316,0.720258,21.7013,488.1,247.796,0.0200291,10592.4,1.51324,0,0,-8.520909919,0.00719254,7.965612117,0.00714023,318.478,0.0181131,318.478,0.0181131,8.88583
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7529,45,49,30292,0.653754,22.1513,263.264,328.906,0.00850781,5831.64,0.452834,0,0,11.99909008,0.00694162,-41.72438788,0.00693664,238.589,0.00918946,238.589,0.00918946,9.24196
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7530,45,49,28805,0.74908,21.6211,352.125,292.954,0.0126213,7613.34,0.776708,0,0,-30.38090992,0.00695651,34.42561212,0.0069592,271.665,0.0123749,271.665,0.0123749,9.00658
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7531,45,49,34984,0.764618,21.7297,188.77,349.594,0.00513305,4101.91,0.202985,0,0,36.94909008,0.00556804,-64.42438788,0.00556754,179.972,0.00520101,179.972,0.00520101,7.92222
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7532,45,49,33964,0.693419,21.419,167.691,348.577,0.00583486,3591.78,0.249282,0,0,8.939090081,0.00742666,-16.19438788,0.00742441,194.468,0.00757104,194.468,0.00757104,9.76074
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7533,45,49,26253,0.606197,21.7564,298.042,284.346,0.0114337,6484.3,0.690899,0,0,6.429090081,0.00789188,-23.71438788,0.00786384,266.564,0.0129611,266.564,0.0129611,9.96671
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7534,45,49,26897,0.689226,21.6618,324.04,282.745,0.0126596,7019.29,0.797766,0,0,2.559090081,0.00786193,-21.78438788,0.00783388,276.058,0.0139359,276.058,0.0139359,9.85222
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7540,45,49,28368,0.746253,21.4516,239.368,303.68,0.00739697,5134.83,0.373518,0,0,24.93909008,0.00711398,-63.48438788,0.00711637,226.88,0.0085138,226.88,0.0085138,9.29306
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7541,45,49,27449,0.69806,21.8837,541.179,205.112,0.0248108,11843,2.03508,0,0,-23.01090992,0.0074116,6.755612117,0.00738591,338.451,0.0221509,338.451,0.0221509,8.9816
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7542,45,49,29986,0.69327,21.9804,324.532,281.816,0.0115459,7133.34,0.711303,0,0,32.20909008,0.00744829,11.29561212,0.00734125,270.194,0.0122289,270.194,0.0122289,9.49095
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7543,45,49,28016,0.765757,21.4749,374.83,281.571,0.0134888,8049.45,0.858955,0,0,-9.950909919,0.0070014,17.90561212,0.00697324,279.129,0.0130529,279.129,0.0130529,8.95157
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7544,45,49,28138,0.665765,21.6991,186.852,321.759,0.00653894,4054.53,0.301362,0,0,9.359090081,0.00761573,-40.64438788,0.00761452,209.101,0.00838262,209.101,0.00838262,9.96707
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7546,45,49,32282,0.657128,20.8887,199.124,319.009,0.00655057,4159.45,0.30567,0,0,22.31909008,0.0075856,-53.97438788,0.00758398,211.266,0.00834556,211.266,0.00834556,9.70204
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7547,46,49,28113,0.783543,21.5548,384.584,248.593,0.0144324,8289.62,0.975856,0,0,39.73909008,0.00757768,1.765612117,0.00745695,291.426,0.014695,291.426,0.014695,9.36243
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7549,46,48,23960,0.697549,21.3338,851.135,128.794,0.0356338,18157.9,3.86706,0,0,46.07909008,0.0078988,-51.04438788,0.00814173,403.929,0.0302656,403.929,0.0302656,8.3302
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7551,45,49,29890,0.833818,21.4814,362.548,264.355,0.0106626,7788.02,0.64405,0,0,28.36909008,0.00653291,-44.34438788,0.00649897,265.078,0.0101456,265.078,0.0101456,8.4973
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7553,46,49,31543,0.710669,21.4232,219.08,296.411,0.00741916,4693.38,0.366891,0,0,52.02909008,0.00752505,-37.51438788,0.00752005,223.351,0.00904211,223.351,0.00904211,9.73439
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7556,45,49,29547,0.76105,21.1142,337.233,274.917,0.0119687,7120.42,0.738025,0,0,15.84909008,0.0074735,0.575612117,0.00740482,271.068,0.0126619,271.068,0.0126619,9.33322
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7557,46,49,31101,0.666588,21.7202,327.879,274.881,0.0120073,7121.6,0.75104,0,0,40.27909008,0.00765216,-17.73438788,0.0075759,273.686,0.012967,273.686,0.012967,9.62596
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7561,45,49,28337,0.826471,21.165,378.87,255.601,0.0128395,8018.78,0.804232,0,0,-10.05090992,0.00681467,-13.40438788,0.00680094,275.216,0.0122426,275.216,0.0122426,8.71844
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7562,45,49,26501,0.674869,21.4225,271.983,304.2,0.00983839,5826.55,0.55772,0,0,5.699090081,0.00780961,60.49561212,0.00780212,252.364,0.011492,252.364,0.011492,9.88243
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7563,45,49,25760,0.721241,21.3333,399.166,266.374,0.0144416,8515.53,0.987762,0,0,26.11909008,0.00750891,-22.12438788,0.00740645,293.53,0.0145584,293.53,0.0145584,9.2141
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7564,45,49,30776,0.655524,21.1851,222.943,325.06,0.00759797,4723.07,0.377706,0,0,17.11909008,0.00757007,-0.464387883,0.00754981,224.644,0.00925142,224.644,0.00925142,9.70782
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7565,45,49,31790,0.761381,21.5867,277.55,307.964,0.00956059,5991.39,0.531595,0,0,-10.45090992,0.00732969,-40.46438788,0.00734414,248.412,0.0105866,248.412,0.0105866,9.47787
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7566,45,49,31944,0.655736,21.1362,354.949,284.742,0.0134008,7502.25,0.855353,0,0,-5.190909919,0.00753978,-4.714387883,0.00750727,279.445,0.0139719,279.445,0.0139719,9.38989
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7567,45,49,33735,0.745159,21.6819,388.633,268.599,0.0151019,8426.29,1.0438,0,0,-1.190909919,0.007672,-44.87438788,0.00770036,296.345,0.0155431,296.345,0.0155431,9.51597
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7568,45,49,33665,0.755201,21.9333,307.237,275.927,0.00960193,6738.73,0.540486,0,0,25.92909008,0.00668176,-9.184387883,0.00663211,250.641,0.00962374,250.641,0.00962374,8.84038
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7569,45,49,27890,0.765729,21.1684,288.653,294.747,0.00994942,6110.33,0.55823,0,0,-1.010909919,0.00733631,-8.814387883,0.00731668,250.732,0.0108979,250.732,0.0108979,9.35976
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7570,45,49,31718,0.727936,22.3149,467.538,230.687,0.0189507,10433.1,1.39554,0,0,-28.30090992,0.00694816,-18.91438788,0.00696667,312.536,0.016858,312.536,0.016858,8.87467
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7573,45,49,30663,0.726388,21.0552,294.297,285.605,0.011161,6196.46,0.657885,0,0,-0.490909919,0.00792032,8.045612117,0.0078851,261.649,0.0127982,261.649,0.0127982,9.84859
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7574,45,49,30086,0.668388,21.1543,338.552,277.018,0.0137366,7161.85,0.890863,0,0,4.259090081,0.0081333,19.52561212,0.00806942,282.827,0.0153139,282.827,0.0153139,9.92671
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7576,46,48,30721,0.767609,21.4933,625.382,175.297,0.0192924,13441.5,1.57243,0,0,58.04909008,0.00633655,-50.50438788,0.00651501,332.233,0.0154304,332.233,0.0154304,7.84464
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7578,45,49,31869,0.767227,21.1001,259.429,293.231,0.0078855,5473.98,0.400649,0,0,19.68909008,0.00680311,33.26561212,0.00678099,229.095,0.00852972,229.095,0.00852972,8.8877
POM121-mCherry_Impb1_CaDepleted_D1_C3_WY_Mon Mar 11 2024_16.54.45_4.tif: x0 y0 w96 h96,7579,45,49,36348,0.647705,22.1412,174.193,342.704,0.00547128,3856.84,0.22557,0,0,26.06909008,0.00643947,-38.36438788,0.00643781,187.652,0.00627796,187.652,0.00627796,8.91945
