midlineX,midlineY,NPCCytox,NPCCytoy,BSKx,BSKy,NucChnlX,NucChnlY,CytChnlx,CytChnly
44.26363,-9.18919,114.26363,-9.18919,-55.73637,-9.18919,24.26363,-9.18919,64.26363,-9.18919
44.24927,-7.02703,114.24927,-7.02703,-55.75073,-7.02703,24.24927,-7.02703,64.24927,-7.02703
44.23405,-4.86486,114.23405,-4.86486,-55.76595,-4.86486,24.23405,-4.86486,64.23405,-4.86486
44.21797,-2.7027,114.21797,-2.7027,-55.78203,-2.7027,24.21797,-2.7027,64.21797,-2.7027
44.20102,-0.54054,114.20102,-0.54054,-55.79898,-0.54054,24.20102,-0.54054,64.20102,-0.54054
44.1832,1.62162,114.1832,1.62162,-55.8168,1.62162,24.1832,1.62162,64.1832,1.62162
44.16452,3.78378,114.16452,3.78378,-55.83548,3.78378,24.16452,3.78378,64.16452,3.78378
44.14497,5.94595,114.14497,5.94595,-55.85503,5.94595,24.14497,5.94595,64.14497,5.94595
44.12455,8.10811,114.12455,8.10811,-55.87545,8.10811,24.12455,8.10811,64.12455,8.10811
44.10327,10.27027,114.10327,10.27027,-55.89673,10.27027,24.10327,10.27027,64.10327,10.27027
44.08113,12.43243,114.08113,12.43243,-55.91887,12.43243,24.08113,12.43243,64.08113,12.43243
44.05812,14.59459,114.05812,14.59459,-55.94188,14.59459,24.05812,14.59459,64.05812,14.59459
44.03424,16.75676,114.03424,16.75676,-55.96576,16.75676,24.03424,16.75676,64.03424,16.75676
44.0095,18.91892,114.0095,18.91892,-55.9905,18.91892,24.0095,18.91892,64.0095,18.91892
43.98389,21.08108,113.98389,21.08108,-56.01611,21.08108,23.98389,21.08108,63.98389,21.08108
43.95741,23.24324,113.95741,23.24324,-56.04259,23.24324,23.95741,23.24324,63.95741,23.24324
43.93007,25.40541,113.93007,25.40541,-56.06993,25.40541,23.93007,25.40541,63.93007,25.40541
43.90187,27.56757,113.90187,27.56757,-56.09813,27.56757,23.90187,27.56757,63.90187,27.56757
43.8728,29.72973,113.8728,29.72973,-56.1272,29.72973,23.8728,29.72973,63.8728,29.72973
43.84286,31.89189,113.84286,31.89189,-56.15714,31.89189,23.84286,31.89189,63.84286,31.89189
43.81206,34.05405,113.81206,34.05405,-56.18794,34.05405,23.81206,34.05405,63.81206,34.05405
43.78039,36.21622,113.78039,36.21622,-56.21961,36.21622,23.78039,36.21622,63.78039,36.21622
43.74786,38.37838,113.74786,38.37838,-56.25214,38.37838,23.74786,38.37838,63.74786,38.37838
43.71446,40.54054,113.71446,40.54054,-56.28554,40.54054,23.71446,40.54054,63.71446,40.54054
43.68019,42.7027,113.68019,42.7027,-56.31981,42.7027,23.68019,42.7027,63.68019,42.7027
43.64506,44.86486,113.64506,44.86486,-56.35494,44.86486,23.64506,44.86486,63.64506,44.86486
43.60907,47.02703,113.60907,47.02703,-56.39093,47.02703,23.60907,47.02703,63.60907,47.02703
43.5722,49.18919,113.5722,49.18919,-56.4278,49.18919,23.5722,49.18919,63.5722,49.18919
43.53448,51.35135,113.53448,51.35135,-56.46552,51.35135,23.53448,51.35135,63.53448,51.35135
43.49588,53.51351,113.49588,53.51351,-56.50412,53.51351,23.49588,53.51351,63.49588,53.51351
43.45642,55.67568,113.45642,55.67568,-56.54358,55.67568,23.45642,55.67568,63.45642,55.67568
43.4161,57.83784,113.4161,57.83784,-56.5839,57.83784,23.4161,57.83784,63.4161,57.83784
43.37491,60,113.37491,60,-56.62509,60,23.37491,60,63.37491,60
43.33285,62.16216,113.33285,62.16216,-56.66715,62.16216,23.33285,62.16216,63.33285,62.16216
43.28993,64.32432,113.28993,64.32432,-56.71007,64.32432,23.28993,64.32432,63.28993,64.32432
43.24615,66.48649,113.24615,66.48649,-56.75385,66.48649,23.24615,66.48649,63.24615,66.48649
43.20149,68.64865,113.20149,68.64865,-56.79851,68.64865,23.20149,68.64865,63.20149,68.64865
43.15597,70.81081,113.15597,70.81081,-56.84403,70.81081,23.15597,70.81081,63.15597,70.81081
43.10959,72.97297,113.10959,72.97297,-56.89041,72.97297,23.10959,72.97297,63.10959,72.97297
43.06234,75.13514,113.06234,75.13514,-56.93766,75.13514,23.06234,75.13514,63.06234,75.13514
43.01422,77.2973,113.01422,77.2973,-56.98578,77.2973,23.01422,77.2973,63.01422,77.2973
42.96524,79.45946,112.96524,79.45946,-57.03476,79.45946,22.96524,79.45946,62.96524,79.45946
42.9154,81.62162,112.9154,81.62162,-57.0846,81.62162,22.9154,81.62162,62.9154,81.62162
42.86468,83.78378,112.86468,83.78378,-57.13532,83.78378,22.86468,83.78378,62.86468,83.78378
42.8131,85.94595,112.8131,85.94595,-57.1869,85.94595,22.8131,85.94595,62.8131,85.94595
42.76066,88.10811,112.76066,88.10811,-57.23934,88.10811,22.76066,88.10811,62.76066,88.10811
42.70735,90.27027,112.70735,90.27027,-57.29265,90.27027,22.70735,90.27027,62.70735,90.27027
42.65318,92.43243,112.65318,92.43243,-57.34682,92.43243,22.65318,92.43243,62.65318,92.43243
42.59813,94.59459,112.59813,94.59459,-57.40187,94.59459,22.59813,94.59459,62.59813,94.59459
42.54223,96.75676,112.54223,96.75676,-57.45777,96.75676,22.54223,96.75676,62.54223,96.75676
42.48546,98.91892,112.48546,98.91892,-57.51454,98.91892,22.48546,98.91892,62.48546,98.91892
42.42782,101.08108,112.42782,101.08108,-57.57218,101.08108,22.42782,101.08108,62.42782,101.08108
42.36931,103.24324,112.36931,103.24324,-57.63069,103.24324,22.36931,103.24324,62.36931,103.24324
42.30994,105.40541,112.30994,105.40541,-57.69006,105.40541,22.30994,105.40541,62.30994,105.40541
42.24971,107.56757,112.24971,107.56757,-57.75029,107.56757,22.24971,107.56757,62.24971,107.56757
42.18861,109.72973,112.18861,109.72973,-57.81139,109.72973,22.18861,109.72973,62.18861,109.72973
42.12664,111.89189,112.12664,111.89189,-57.87336,111.89189,22.12664,111.89189,62.12664,111.89189
42.06381,114.05405,112.06381,114.05405,-57.93619,114.05405,22.06381,114.05405,62.06381,114.05405
42.00011,116.21622,112.00011,116.21622,-57.99989,116.21622,22.00011,116.21622,62.00011,116.21622
41.93555,118.37838,111.93555,118.37838,-58.06445,118.37838,21.93555,118.37838,61.93555,118.37838
41.87012,120.54054,111.87012,120.54054,-58.12988,120.54054,21.87012,120.54054,61.87012,120.54054
41.80383,122.7027,111.80383,122.7027,-58.19617,122.7027,21.80383,122.7027,61.80383,122.7027
41.73667,124.86486,111.73667,124.86486,-58.26333,124.86486,21.73667,124.86486,61.73667,124.86486
41.66864,127.02703,111.66864,127.02703,-58.33136,127.02703,21.66864,127.02703,61.66864,127.02703
41.59975,129.18919,111.59975,129.18919,-58.40025,129.18919,21.59975,129.18919,61.59975,129.18919
41.52999,131.35135,111.52999,131.35135,-58.47001,131.35135,21.52999,131.35135,61.52999,131.35135
41.45937,133.51351,111.45937,133.51351,-58.54063,133.51351,21.45937,133.51351,61.45937,133.51351
41.38788,135.67568,111.38788,135.67568,-58.61212,135.67568,21.38788,135.67568,61.38788,135.67568
41.31553,137.83784,111.31553,137.83784,-58.68447,137.83784,21.31553,137.83784,61.31553,137.83784
41.24231,140,111.24231,140,-58.75769,140,21.24231,140,61.24231,140
41.16822,142.16216,111.16822,142.16216,-58.83178,142.16216,21.16822,142.16216,61.16822,142.16216
41.09327,144.32432,111.09327,144.32432,-58.90673,144.32432,21.09327,144.32432,61.09327,144.32432
41.01745,146.48649,111.01745,146.48649,-58.98255,146.48649,21.01745,146.48649,61.01745,146.48649
40.94077,148.64865,110.94077,148.64865,-59.05923,148.64865,20.94077,148.64865,60.94077,148.64865
40.86322,150.81081,110.86322,150.81081,-59.13678,150.81081,20.86322,150.81081,60.86322,150.81081
40.78481,152.97297,110.78481,152.97297,-59.21519,152.97297,20.78481,152.97297,60.78481,152.97297
40.70553,155.13514,110.70553,155.13514,-59.29447,155.13514,20.70553,155.13514,60.70553,155.13514
40.62538,157.2973,110.62538,157.2973,-59.37462,157.2973,20.62538,157.2973,60.62538,157.2973
40.54437,159.45946,110.54437,159.45946,-59.45563,159.45946,20.54437,159.45946,60.54437,159.45946
40.46249,161.62162,110.46249,161.62162,-59.53751,161.62162,20.46249,161.62162,60.46249,161.62162
40.37975,163.78378,110.37975,163.78378,-59.62025,163.78378,20.37975,163.78378,60.37975,163.78378
40.29614,165.94595,110.29614,165.94595,-59.70386,165.94595,20.29614,165.94595,60.29614,165.94595
40.21167,168.10811,110.21167,168.10811,-59.78833,168.10811,20.21167,168.10811,60.21167,168.10811
40.12633,170.27027,110.12633,170.27027,-59.87367,170.27027,20.12633,170.27027,60.12633,170.27027
40.04013,172.43243,110.04013,172.43243,-59.95987,172.43243,20.04013,172.43243,60.04013,172.43243
39.95306,174.59459,109.95306,174.59459,-60.04694,174.59459,19.95306,174.59459,59.95306,174.59459
39.86512,176.75676,109.86512,176.75676,-60.13488,176.75676,19.86512,176.75676,59.86512,176.75676
39.77632,178.91892,109.77632,178.91892,-60.22368,178.91892,19.77632,178.91892,59.77632,178.91892
39.68665,181.08108,109.68665,181.08108,-60.31335,181.08108,19.68665,181.08108,59.68665,181.08108
39.59612,183.24324,109.59612,183.24324,-60.40388,183.24324,19.59612,183.24324,59.59612,183.24324
39.50472,185.40541,109.50472,185.40541,-60.49528,185.40541,19.50472,185.40541,59.50472,185.40541
39.41245,187.56757,109.41245,187.56757,-60.58755,187.56757,19.41245,187.56757,59.41245,187.56757
39.31932,189.72973,109.31932,189.72973,-60.68068,189.72973,19.31932,189.72973,59.31932,189.72973
39.22533,191.89189,109.22533,191.89189,-60.77467,191.89189,19.22533,191.89189,59.22533,191.89189
39.13046,194.05405,109.13046,194.05405,-60.86954,194.05405,19.13046,194.05405,59.13046,194.05405
39.03474,196.21622,109.03474,196.21622,-60.96526,196.21622,19.03474,196.21622,59.03474,196.21622
38.93814,198.37838,108.93814,198.37838,-61.06186,198.37838,18.93814,198.37838,58.93814,198.37838
38.84069,200.54054,108.84069,200.54054,-61.15931,200.54054,18.84069,200.54054,58.84069,200.54054
38.74236,202.7027,108.74236,202.7027,-61.25764,202.7027,18.74236,202.7027,58.74236,202.7027
38.64317,204.86486,108.64317,204.86486,-61.35683,204.86486,18.64317,204.86486,58.64317,204.86486
38.54312,207.02703,108.54312,207.02703,-61.45688,207.02703,18.54312,207.02703,58.54312,207.02703
38.44219,209.18919,108.44219,209.18919,-61.55781,209.18919,18.44219,209.18919,58.44219,209.18919
38.34041,211.35135,108.34041,211.35135,-61.65959,211.35135,18.34041,211.35135,58.34041,211.35135
38.23775,213.51351,108.23775,213.51351,-61.76225,213.51351,18.23775,213.51351,58.23775,213.51351
38.13424,215.67568,108.13424,215.67568,-61.86576,215.67568,18.13424,215.67568,58.13424,215.67568
38.02985,217.83784,108.02985,217.83784,-61.97015,217.83784,18.02985,217.83784,58.02985,217.83784
37.9246,220,107.9246,220,-62.0754,220,17.9246,220,57.9246,220
37.81849,222.16216,107.81849,222.16216,-62.18151,222.16216,17.81849,222.16216,57.81849,222.16216
37.71151,224.32432,107.71151,224.32432,-62.28849,224.32432,17.71151,224.32432,57.71151,224.32432
37.60366,226.48649,107.60366,226.48649,-62.39634,226.48649,17.60366,226.48649,57.60366,226.48649
37.49495,228.64865,107.49495,228.64865,-62.50505,228.64865,17.49495,228.64865,57.49495,228.64865
37.38537,230.81081,107.38537,230.81081,-62.61463,230.81081,17.38537,230.81081,57.38537,230.81081
37.27492,232.97297,107.27492,232.97297,-62.72508,232.97297,17.27492,232.97297,57.27492,232.97297
37.16362,235.13514,107.16362,235.13514,-62.83638,235.13514,17.16362,235.13514,57.16362,235.13514
37.05144,237.2973,107.05144,237.2973,-62.94856,237.2973,17.05144,237.2973,57.05144,237.2973
36.9384,239.45946,106.9384,239.45946,-63.0616,239.45946,16.9384,239.45946,56.9384,239.45946
36.82449,241.62162,106.82449,241.62162,-63.17551,241.62162,16.82449,241.62162,56.82449,241.62162
36.70972,243.78378,106.70972,243.78378,-63.29028,243.78378,16.70972,243.78378,56.70972,243.78378
36.59408,245.94595,106.59408,245.94595,-63.40592,245.94595,16.59408,245.94595,56.59408,245.94595
36.47758,248.10811,106.47758,248.10811,-63.52242,248.10811,16.47758,248.10811,56.47758,248.10811
36.36021,250.27027,106.36021,250.27027,-63.63979,250.27027,16.36021,250.27027,56.36021,250.27027
36.24198,252.43243,106.24198,252.43243,-63.75802,252.43243,16.24198,252.43243,56.24198,252.43243
36.12288,254.59459,106.12288,254.59459,-63.87712,254.59459,16.12288,254.59459,56.12288,254.59459
36.00291,256.75676,106.00291,256.75676,-63.99709,256.75676,16.00291,256.75676,56.00291,256.75676
35.88208,258.91892,105.88208,258.91892,-64.11792,258.91892,15.88208,258.91892,55.88208,258.91892
35.76038,261.08108,105.76038,261.08108,-64.23962,261.08108,15.76038,261.08108,55.76038,261.08108
35.63782,263.24324,105.63782,263.24324,-64.36218,263.24324,15.63782,263.24324,55.63782,263.24324
35.51439,265.40541,105.51439,265.40541,-64.48561,265.40541,15.51439,265.40541,55.51439,265.40541
35.3901,267.56757,105.3901,267.56757,-64.6099,267.56757,15.3901,267.56757,55.3901,267.56757
35.26494,269.72973,105.26494,269.72973,-64.73506,269.72973,15.26494,269.72973,55.26494,269.72973
35.13891,271.89189,105.13891,271.89189,-64.86109,271.89189,15.13891,271.89189,55.13891,271.89189
35.01202,274.05405,105.01202,274.05405,-64.98798,274.05405,15.01202,274.05405,55.01202,274.05405
34.88426,276.21622,104.88426,276.21622,-65.11574,276.21622,14.88426,276.21622,54.88426,276.21622
34.75564,278.37838,104.75564,278.37838,-65.24436,278.37838,14.75564,278.37838,54.75564,278.37838
34.62615,280.54054,104.62615,280.54054,-65.37385,280.54054,14.62615,280.54054,54.62615,280.54054
34.4958,282.7027,104.4958,282.7027,-65.5042,282.7027,14.4958,282.7027,54.4958,282.7027
34.36458,284.86486,104.36458,284.86486,-65.63542,284.86486,14.36458,284.86486,54.36458,284.86486
34.23249,287.02703,104.23249,287.02703,-65.76751,287.02703,14.23249,287.02703,54.23249,287.02703
34.09954,289.18919,104.09954,289.18919,-65.90046,289.18919,14.09954,289.18919,54.09954,289.18919
33.96572,291.35135,103.96572,291.35135,-66.03428,291.35135,13.96572,291.35135,53.96572,291.35135
33.83104,293.51351,103.83104,293.51351,-66.16896,293.51351,13.83104,293.51351,53.83104,293.51351
33.69549,295.67568,103.69549,295.67568,-66.30451,295.67568,13.69549,295.67568,53.69549,295.67568
33.55908,297.83784,103.55908,297.83784,-66.44092,297.83784,13.55908,297.83784,53.55908,297.83784
33.4218,300,103.4218,300,-66.5782,300,13.4218,300,53.4218,300
33.28365,302.16216,103.28365,302.16216,-66.71635,302.16216,13.28365,302.16216,53.28365,302.16216
33.14464,304.32432,103.14464,304.32432,-66.85536,304.32432,13.14464,304.32432,53.14464,304.32432
33.00477,306.48649,103.00477,306.48649,-66.99523,306.48649,13.00477,306.48649,53.00477,306.48649
32.86403,308.64865,102.86403,308.64865,-67.13597,308.64865,12.86403,308.64865,52.86403,308.64865
32.72242,310.81081,102.72242,310.81081,-67.27758,310.81081,12.72242,310.81081,52.72242,310.81081
32.57994,312.97297,102.57994,312.97297,-67.42006,312.97297,12.57994,312.97297,52.57994,312.97297
32.43661,315.13514,102.43661,315.13514,-67.56339,315.13514,12.43661,315.13514,52.43661,315.13514
32.2924,317.2973,102.2924,317.2973,-67.7076,317.2973,12.2924,317.2973,52.2924,317.2973
32.14733,319.45946,102.14733,319.45946,-67.85267,319.45946,12.14733,319.45946,52.14733,319.45946
32.00139,321.62162,102.00139,321.62162,-67.99861,321.62162,12.00139,321.62162,52.00139,321.62162
31.85459,323.78378,101.85459,323.78378,-68.14541,323.78378,11.85459,323.78378,51.85459,323.78378
31.70692,325.94595,101.70692,325.94595,-68.29308,325.94595,11.70692,325.94595,51.70692,325.94595
31.55839,328.10811,101.55839,328.10811,-68.44161,328.10811,11.55839,328.10811,51.55839,328.10811
31.40899,330.27027,101.40899,330.27027,-68.59101,330.27027,11.40899,330.27027,51.40899,330.27027
31.25873,332.43243,101.25873,332.43243,-68.74127,332.43243,11.25873,332.43243,51.25873,332.43243
31.1076,334.59459,101.1076,334.59459,-68.8924,334.59459,11.1076,334.59459,51.1076,334.59459
30.9556,336.75676,100.9556,336.75676,-69.0444,336.75676,10.9556,336.75676,50.9556,336.75676
30.80274,338.91892,100.80274,338.91892,-69.19726,338.91892,10.80274,338.91892,50.80274,338.91892
30.64901,341.08108,100.64901,341.08108,-69.35099,341.08108,10.64901,341.08108,50.64901,341.08108
30.49442,343.24324,100.49442,343.24324,-69.50558,343.24324,10.49442,343.24324,50.49442,343.24324
30.33896,345.40541,100.33896,345.40541,-69.66104,345.40541,10.33896,345.40541,50.33896,345.40541
30.18264,347.56757,100.18264,347.56757,-69.81736,347.56757,10.18264,347.56757,50.18264,347.56757
30.02545,349.72973,100.02545,349.72973,-69.97455,349.72973,10.02545,349.72973,50.02545,349.72973
29.86739,351.89189,99.86739,351.89189,-70.13261,351.89189,9.86739,351.89189,49.86739,351.89189
29.70847,354.05405,99.70847,354.05405,-70.29153,354.05405,9.70847,354.05405,49.70847,354.05405
29.54869,356.21622,99.54869,356.21622,-70.45131,356.21622,9.54869,356.21622,49.54869,356.21622
29.38803,358.37838,99.38803,358.37838,-70.61197,358.37838,9.38803,358.37838,49.38803,358.37838
29.22652,360.54054,99.22652,360.54054,-70.77348,360.54054,9.22652,360.54054,49.22652,360.54054
29.06413,362.7027,99.06413,362.7027,-70.93587,362.7027,9.06413,362.7027,49.06413,362.7027
28.90088,364.86486,98.90088,364.86486,-71.09912,364.86486,8.90088,364.86486,48.90088,364.86486
28.73677,367.02703,98.73677,367.02703,-71.26323,367.02703,8.73677,367.02703,48.73677,367.02703
28.57179,369.18919,98.57179,369.18919,-71.42821,369.18919,8.57179,369.18919,48.57179,369.18919
28.40594,371.35135,98.40594,371.35135,-71.59406,371.35135,8.40594,371.35135,48.40594,371.35135
28.23923,373.51351,98.23923,373.51351,-71.76077,373.51351,8.23923,373.51351,48.23923,373.51351
28.07165,375.67568,98.07165,375.67568,-71.92835,375.67568,8.07165,375.67568,48.07165,375.67568
27.90321,377.83784,97.90321,377.83784,-72.09679,377.83784,7.90321,377.83784,47.90321,377.83784
27.7339,380,97.7339,380,-72.2661,380,7.7339,380,47.7339,380
27.56372,382.16216,97.56372,382.16216,-72.43628,382.16216,7.56372,382.16216,47.56372,382.16216
27.39268,384.32432,97.39268,384.32432,-72.60732,384.32432,7.39268,384.32432,47.39268,384.32432
27.22078,386.48649,97.22078,386.48649,-72.77922,386.48649,7.22078,386.48649,47.22078,386.48649
27.04801,388.64865,97.04801,388.64865,-72.95199,388.64865,7.04801,388.64865,47.04801,388.64865
26.87437,390.81081,96.87437,390.81081,-73.12563,390.81081,6.87437,390.81081,46.87437,390.81081
26.69986,392.97297,96.69986,392.97297,-73.30014,392.97297,6.69986,392.97297,46.69986,392.97297
26.5245,395.13514,96.5245,395.13514,-73.4755,395.13514,6.5245,395.13514,46.5245,395.13514
26.34826,397.2973,96.34826,397.2973,-73.65174,397.2973,6.34826,397.2973,46.34826,397.2973
26.17116,399.45946,96.17116,399.45946,-73.82884,399.45946,6.17116,399.45946,46.17116,399.45946
25.9932,401.62162,95.9932,401.62162,-74.0068,401.62162,5.9932,401.62162,45.9932,401.62162
25.81436,403.78378,95.81436,403.78378,-74.18564,403.78378,5.81436,403.78378,45.81436,403.78378
25.63467,405.94595,95.63467,405.94595,-74.36533,405.94595,5.63467,405.94595,45.63467,405.94595
25.4541,408.10811,95.4541,408.10811,-74.5459,408.10811,5.4541,408.10811,45.4541,408.10811
25.27268,410.27027,95.27268,410.27027,-74.72732,410.27027,5.27268,410.27027,45.27268,410.27027
25.09038,412.43243,95.09038,412.43243,-74.90962,412.43243,5.09038,412.43243,45.09038,412.43243
24.90722,414.59459,94.90722,414.59459,-75.09278,414.59459,4.90722,414.59459,44.90722,414.59459
24.7232,416.75676,94.7232,416.75676,-75.2768,416.75676,4.7232,416.75676,44.7232,416.75676
24.53831,418.91892,94.53831,418.91892,-75.46169,418.91892,4.53831,418.91892,44.53831,418.91892
24.35255,421.08108,94.35255,421.08108,-75.64745,421.08108,4.35255,421.08108,44.35255,421.08108
24.16593,423.24324,94.16593,423.24324,-75.83407,423.24324,4.16593,423.24324,44.16593,423.24324
23.97844,425.40541,93.97844,425.40541,-76.02156,425.40541,3.97844,425.40541,43.97844,425.40541
23.79008,427.56757,93.79008,427.56757,-76.20992,427.56757,3.79008,427.56757,43.79008,427.56757
23.60087,429.72973,93.60087,429.72973,-76.39913,429.72973,3.60087,429.72973,43.60087,429.72973
23.41078,431.89189,93.41078,431.89189,-76.58922,431.89189,3.41078,431.89189,43.41078,431.89189
23.21983,434.05405,93.21983,434.05405,-76.78017,434.05405,3.21983,434.05405,43.21983,434.05405
23.02801,436.21622,93.02801,436.21622,-76.97199,436.21622,3.02801,436.21622,43.02801,436.21622
22.83533,438.37838,92.83533,438.37838,-77.16467,438.37838,2.83533,438.37838,42.83533,438.37838
22.64178,440.54054,92.64178,440.54054,-77.35822,440.54054,2.64178,440.54054,42.64178,440.54054
22.44737,442.7027,92.44737,442.7027,-77.55263,442.7027,2.44737,442.7027,42.44737,442.7027
22.25209,444.86486,92.25209,444.86486,-77.74791,444.86486,2.25209,444.86486,42.25209,444.86486
22.05595,447.02703,92.05595,447.02703,-77.94405,447.02703,2.05595,447.02703,42.05595,447.02703
21.85894,449.18919,91.85894,449.18919,-78.14106,449.18919,1.85894,449.18919,41.85894,449.18919
21.66106,451.35135,91.66106,451.35135,-78.33894,451.35135,1.66106,451.35135,41.66106,451.35135
21.46232,453.51351,91.46232,453.51351,-78.53768,453.51351,1.46232,453.51351,41.46232,453.51351
21.26271,455.67568,91.26271,455.67568,-78.73729,455.67568,1.26271,455.67568,41.26271,455.67568
21.06224,457.83784,91.06224,457.83784,-78.93776,457.83784,1.06224,457.83784,41.06224,457.83784
20.8609,460,90.8609,460,-79.1391,460,0.860900000000001,460,40.8609,460
20.65869,462.16216,90.65869,462.16216,-79.34131,462.16216,0.65869,462.16216,40.65869,462.16216
20.45562,464.32432,90.45562,464.32432,-79.54438,464.32432,0.45562,464.32432,40.45562,464.32432
20.25169,466.48649,90.25169,466.48649,-79.74831,466.48649,0.25169,466.48649,40.25169,466.48649
20.04689,468.64865,90.04689,468.64865,-79.95311,468.64865,0.046890000000001,468.64865,40.04689,468.64865
19.84122,470.81081,89.84122,470.81081,-80.15878,470.81081,-0.15878,470.81081,39.84122,470.81081
19.63469,472.97297,89.63469,472.97297,-80.36531,472.97297,-0.365310000000001,472.97297,39.63469,472.97297
19.42729,475.13514,89.42729,475.13514,-80.57271,475.13514,-0.572710000000001,475.13514,39.42729,475.13514
19.21902,477.2973,89.21902,477.2973,-80.78098,477.2973,-0.78098,477.2973,39.21902,477.2973
19.00989,479.45946,89.00989,479.45946,-80.99011,479.45946,-0.990110000000001,479.45946,39.00989,479.45946
18.7999,481.62162,88.7999,481.62162,-81.2001,481.62162,-1.2001,481.62162,38.7999,481.62162
18.58904,483.78378,88.58904,483.78378,-81.41096,483.78378,-1.41096,483.78378,38.58904,483.78378
18.37731,485.94595,88.37731,485.94595,-81.62269,485.94595,-1.62269,485.94595,38.37731,485.94595
18.16472,488.10811,88.16472,488.10811,-81.83528,488.10811,-1.83528,488.10811,38.16472,488.10811
17.95126,490.27027,87.95126,490.27027,-82.04874,490.27027,-2.04874,490.27027,37.95126,490.27027
17.73694,492.43243,87.73694,492.43243,-82.26306,492.43243,-2.26306,492.43243,37.73694,492.43243
17.52175,494.59459,87.52175,494.59459,-82.47825,494.59459,-2.47825,494.59459,37.52175,494.59459
17.30569,496.75676,87.30569,496.75676,-82.69431,496.75676,-2.69431,496.75676,37.30569,496.75676
17.08877,498.91892,87.08877,498.91892,-82.91123,498.91892,-2.91123,498.91892,37.08877,498.91892
16.87098,501.08108,86.87098,501.08108,-83.12902,501.08108,-3.12902,501.08108,36.87098,501.08108
16.65233,503.24324,86.65233,503.24324,-83.34767,503.24324,-3.34767,503.24324,36.65233,503.24324
16.43281,505.40541,86.43281,505.40541,-83.56719,505.40541,-3.56719,505.40541,36.43281,505.40541
16.21243,507.56757,86.21243,507.56757,-83.78757,507.56757,-3.78757,507.56757,36.21243,507.56757
15.99118,509.72973,85.99118,509.72973,-84.00882,509.72973,-4.00882,509.72973,35.99118,509.72973
15.76907,511.89189,85.76907,511.89189,-84.23093,511.89189,-4.23093,511.89189,35.76907,511.89189
15.54609,514.05405,85.54609,514.05405,-84.45391,514.05405,-4.45391,514.05405,35.54609,514.05405
15.32224,516.21622,85.32224,516.21622,-84.67776,516.21622,-4.67776,516.21622,35.32224,516.21622
15.09753,518.37838,85.09753,518.37838,-84.90247,518.37838,-4.90247,518.37838,35.09753,518.37838
14.87195,520.54054,84.87195,520.54054,-85.12805,520.54054,-5.12805,520.54054,34.87195,520.54054
14.64551,522.7027,84.64551,522.7027,-85.35449,522.7027,-5.35449,522.7027,34.64551,522.7027
14.4182,524.86486,84.4182,524.86486,-85.5818,524.86486,-5.5818,524.86486,34.4182,524.86486
14.19002,527.02703,84.19002,527.02703,-85.80998,527.02703,-5.80998,527.02703,34.19002,527.02703
13.96098,529.18919,83.96098,529.18919,-86.03902,529.18919,-6.03902,529.18919,33.96098,529.18919
13.73108,531.35135,83.73108,531.35135,-86.26892,531.35135,-6.26892,531.35135,33.73108,531.35135
13.50031,533.51351,83.50031,533.51351,-86.49969,533.51351,-6.49969,533.51351,33.50031,533.51351
13.26867,535.67568,83.26867,535.67568,-86.73133,535.67568,-6.73133,535.67568,33.26867,535.67568
13.03617,537.83784,83.03617,537.83784,-86.96383,537.83784,-6.96383,537.83784,33.03617,537.83784
12.8028,540,82.8028,540,-87.1972,540,-7.1972,540,32.8028,540
12.56856,542.16216,82.56856,542.16216,-87.43144,542.16216,-7.43144,542.16216,32.56856,542.16216
12.33346,544.32432,82.33346,544.32432,-87.66654,544.32432,-7.66654,544.32432,32.33346,544.32432
12.0975,546.48649,82.0975,546.48649,-87.9025,546.48649,-7.9025,546.48649,32.0975,546.48649
11.86067,548.64865,81.86067,548.64865,-88.13933,548.64865,-8.13933,548.64865,31.86067,548.64865
11.62297,550.81081,81.62297,550.81081,-88.37703,550.81081,-8.37703,550.81081,31.62297,550.81081
11.38441,552.97297,81.38441,552.97297,-88.61559,552.97297,-8.61559,552.97297,31.38441,552.97297
11.14498,555.13514,81.14498,555.13514,-88.85502,555.13514,-8.85502,555.13514,31.14498,555.13514
10.90469,557.2973,80.90469,557.2973,-89.09531,557.2973,-9.09531,557.2973,30.90469,557.2973
10.66353,559.45946,80.66353,559.45946,-89.33647,559.45946,-9.33647,559.45946,30.66353,559.45946
10.4215,561.62162,80.4215,561.62162,-89.5785,561.62162,-9.5785,561.62162,30.4215,561.62162
10.17861,563.78378,80.17861,563.78378,-89.82139,563.78378,-9.82139,563.78378,30.17861,563.78378
9.93485,565.94595,79.93485,565.94595,-90.06515,565.94595,-10.06515,565.94595,29.93485,565.94595
9.69023,568.10811,79.69023,568.10811,-90.30977,568.10811,-10.30977,568.10811,29.69023,568.10811
9.44474,570.27027,79.44474,570.27027,-90.55526,570.27027,-10.55526,570.27027,29.44474,570.27027
9.19839,572.43243,79.19839,572.43243,-90.80161,572.43243,-10.80161,572.43243,29.19839,572.43243
8.95117,574.59459,78.95117,574.59459,-91.04883,574.59459,-11.04883,574.59459,28.95117,574.59459
8.70309,576.75676,78.70309,576.75676,-91.29691,576.75676,-11.29691,576.75676,28.70309,576.75676
8.45414,578.91892,78.45414,578.91892,-91.54586,578.91892,-11.54586,578.91892,28.45414,578.91892
